GeneName	ALA_eye_FPKM	ALA_vno_FPKM	ALA_tailA2_FPKM	ALAjuv_tailA2_FPKM	ALAjuv_tailB5_FPKM	ALAjuv_body_FPKM	ATEN_tailA2_FPKM	ATEN_tailB5_FPKM	ATEN_body_FPKM	NSC_vno_FPKM	BRH_vno_FPKM	HMAJ_heart_FPKM	HMAJ_testis_FPKM
MCAT	44.3	25.97	25.52	26.95	13.95	15.75	26.7	55.08	51.89	12.97	119.24	15.43	2.32
L345_08917	4.96	20.43	28.16	6.96	0	3.9	0	24.4	18.72	54.94	0	6.57	5.25
TTLL1	42.07	42.16	20.79	6.56	3.35	1.77	13.78	9.04	13.37	7.69	0	5.32	321.02
Pacsin2	7.47	1.4	3.5	7.96	5.36	6.05	5.03	2.22	6.01	11.21	4.46	1.58	2.21
ARFGAP3	11.39	53.95	4.69	5	4.08	4.25	13.33	4.97	9.05	45.61	25.52	7.6	14.91
KIF21A	71.45	23.64	12.04	59.67	47.62	48.85	39.08	14.71	21.51	41.12	30.75	7.19	7.73
L345_08919	2.68	0	0	6.95	0	0	0	1.77	0	0	0	0	0
dicer1	6.35	2.17	3.32	5.49	8.17	3.85	8.85	1.56	8.97	8.3	0	0.92	9.97
TNNT2	5.24	20.86	11.96	3.66	0	0	0	0.7	0	0	0	17329.52	19.57
CLMN	43.88	17.75	2.69	11.07	4.4	15.86	4.26	2.52	3.91	101.81	30.8	3.73	916.14
H1FX	621.01	453.7	149.5	416.99	234.95	458.22	281.6	413.16	329.42	136.05	28.06	78.56	48.52
HIST2H2AB	316.72	21.64	8.77	5.86	0	6.16	0	3.35	13.12	31.32	178.8	11.61	14.84
USP6NL	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08926	22.97	17.04	18.68	12.57	13.94	9.22	4.12	18.38	10.72	19	0	12.36	17.5
COPG	50.86	32.82	24.65	12.76	6.59	15.91	15.07	22.19	13.42	59.95	36.42	25.62	77.37
L345_08923	0	0	0	0	0	0	0	0	0	0	0	0	0
Col7a1	0.89	3.79	25.3	307.69	105.2	217.25	29.56	59.01	95.25	70.88	0	0	1.73
Col7a1	0.29	0.58	2.62	75.14	33.56	54.09	4.79	6.62	19.67	12	0	0	0.4
COL3A1	0.27	0.36	1.6	69.62	32.34	55.91	2.72	9.09	22.83	10.15	0	0	0.36
LARP6	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G1	11.62	2.86	3.75	70.22	39.72	46.96	55.81	38.01	59.5	41.53	14.66	16.72	160.03
HTR2A	6.57	10.24	4.95	3.82	0	4.31	0	4.36	0	0	0	0.55	0.88
LIG4	29.6	13.42	12.95	12.63	6.76	16.01	14.42	13.1	12.38	13.83	34.7	11.42	20.25
TNFSF13B	2.82	4.49	0	0.38	0	0	0	0.87	0	8.8	5.85	7.11	9.66
irs2-b	12.51	2.6	2.65	6.34	2.57	5.43	1.1	2.32	3.65	6.51	13.61	0.18	0
POFUT2	34.3	15.66	11.57	3.6	0.6	2.35	10.72	6.33	12.3	8.19	43.95	11.38	1.58
YBEY	20.43	31.5	43.97	9.41	1.98	3.97	20.08	22.23	41.17	38.68	126.57	168.82	86.34
MCM3AP	27.98	11.27	12.37	21.16	21.72	13.13	26.08	13.45	19.74	26.75	13.88	7.54	26.5
CALN1	1.13	0	0	0	0	0	0	0	0	0	0	0	1.8
ADAMTS19	0.9	1.2	0.15	0.73	0	0	0	0.22	0	5.03	0	0.41	0
rprml	1.45	0	0	0	0	0	0	0	0	0	0	0	0
ISOC1	184.03	25.18	28.65	30.76	8.45	21.72	4.82	17.07	20.11	58.49	37.97	30.32	6.59
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_08942	19.55	12.95	36.76	12.39	3.71	4.89	39.01	35.56	16.32	12.79	0	29.01	42.34
DISP2	15.23	6.18	0	0	0	0	0	0	0	0	0	0	1.3
Traf4af1	1.11	3.53	6.84	0	0	0	36.97	23.96	28	0	0	13.07	36.28
IVD	55.78	12.78	19.29	29.16	18.15	42.61	104.13	35.42	46.89	36.82	77.81	97.64	12.3
BAHD1	18.49	0.98	4.89	12.25	3.85	5.39	3.65	5.7	8.77	13.87	2.45	3.82	4.27
CBLN4	2.51	0	0	0	0	0	0	0	0	0	0	0	0
L345_08949	0	0	0	0	0	0	0	0	0	0	0	1.19	2.87
L345_08950	10.49	4.73	2.29	39.03	32.26	24.58	20.44	5.08	4.74	16.81	0	9.74	119.82
ITGB3	5.53	0.93	0.6	4.5	2.43	3.99	0	0.43	1.08	1.85	0	2.56	5.07
GOLM1	38.46	6.42	2.36	1.65	1.19	2.34	5.34	2.52	1.69	476.25	359.92	0	13.18
L345_08952	1.4	6.61	0	0.98	0	0	0	0	0	0	0	0	371.2
ABCG2	1.53	0.41	0.91	1.48	0	1.4	1.72	0.94	0	0.81	0	1.9	6.8
ABCG2	0.44	0	0	0	0	0	0	0	0	0	0	0	114.86
PKD2	18.64	1.81	1.94	6.77	0	4.4	6.1	1.53	3.37	6.31	13.16	7.19	9.5
L345_08957	0	0	0	0	0	0	0	0	0	0	0	0	0
DSPP	303.3	276.38	3.29	49.68	6.42	32.58	109.61	6.5	0	33.81	94.14	68.21	1.75
TM9SF2	64.37	118.49	21.19	26.32	12.57	12.5	27.33	21.06	22.5	110.82	138.71	24.29	13.7
UBAC2	24.65	41.81	49.82	28.93	33.83	33.99	22.59	37.16	29.3	81.4	72.84	35.34	35.23
GPR18	1.8	5.55	1.04	0.7	0	0.8	0	0.32	0	1.62	0	1.77	0.47
Kdm4c	12.34	2.99	8.69	15.09	0	7.52	7.29	4.39	7.45	1.46	0	2.55	2.05
HNMT	10.42	16.77	8.24	7.09	0	2.67	32.3	3.96	15.84	51.25	0	23.17	0
RGS5	48.04	17.32	4.07	7.18	0	0	9.59	2.05	13.55	1.47	0	5.39	4.31
SELP	0.46	0	0	3.46	0	1.62	0	0.88	0	0	0	0	0
L345_08966	0	0	0	0	0	0	0	0	0	0	0	0	0
SELP	0	1.15	0	1.34	0	0	0	0	0	0	0	0	0.79
ATF6	50.09	35.88	16.24	110.26	117.43	97.79	197.77	41.73	76.51	36.06	58.6	5.97	14.58
OLFML2B	29.62	19.28	3.31	16.09	5.06	13.93	0	1.55	0.96	17.45	114.1	12.48	2.11
L345_08968	0.99	0.33	0.21	0.4	0	0	0	0	0	0.66	0	0.28	0.68
L345_08969	2.52	8.54	0	0	0	0	0	0	0	3.57	0	0	8.8
MTA3	44.67	21.93	91	28.69	10.38	7.75	43.08	36.73	43.59	23.07	55.46	33.88	7.87
GLDC	89.92	63.94	22.4	41.21	10.74	11.68	21.45	36.03	32.26	8.62	28.02	1.31	0.84
MTA3	42.81	94.16	58.47	28.41	53.73	40.13	110.72	75.58	40.85	48.71	159.25	25.39	45.98
L345_08973	0	0	0	0	0	0	0	0	0	0	0	0	0
ITM2A	1537.47	4967.38	1655.55	890.01	836.26	1032.85	694.07	777.69	759.14	2112.97	1337.23	1233.86	925.7
GPR174	0.31	0.63	0	0.38	0	0	0	0.86	0	0	0	0	0
P2RY10	0.54	0	0.35	2.29	0	0	0	0.75	0	2.68	0	4.18	4.48
P2RY10	0	4.99	0	0	0	0	0	0	0	7.66	0	0	0
MMADHC	61.24	6.49	17	18.5	12.33	6.63	48.31	7.54	37.12	19.27	46.71	25.8	455.94
Lypd6	9.05	0	1.18	2.05	0	0	0	1.56	0	0	0	0	1.25
Lypd6b	0.37	14.35	1.03	0	0	0	0	4.84	0	56.71	40.75	0	6.56
UHRF2	46.51	75.98	13.73	16.75	2.61	4.28	48.16	39.8	32.8	32.48	15.54	17.6	113.57
KIF5C	46.9	1.67	0	0	0	0	0	0	0	0.24	0	0	72.88
DHX9	43.11	25.41	10.92	8.11	3.82	10.56	13.35	21.91	19.72	17.73	30.05	8.18	8.77
Shcbp1l	4.09	6.42	0	0.65	0	0	0	0	1.32	2.13	0	8.21	187.3
Lamc1	1.26	0	0	8.01	0	2.24	24.79	0	0	0	0	0	0
nefl	0	0	0	0	0	0	0	0	0	0	0	0	0
GRID1	3.74	0	0	0	0	0	0	0	0	1.7	0	0	1.26
SLC38A4	1.17	0.33	0.22	0	0	0	4.5	1.54	3.73	0	0	0	0.46
CETN3	132	301.3	58.01	57.92	94.91	57.41	119.92	109.88	44.35	121.37	247.01	45.35	715.89
MBLAC2	60.54	1.94	11.28	3.99	6.06	5.63	7.75	3.47	1.73	2.81	0	0.83	0.67
LYSMD3	16.97	8.9	6.59	8.68	3.18	8.11	17.76	3.87	11.06	21.52	10.1	4.59	4.61
RP1	18.85	0.74	0	0	0	0	0	0	0	0.81	1.95	0	0
GPR98	9.12	0.1	0	0	0	0	0	0	0	0	0.87	0	0.49
Nphs1	0	0	0	0	0	0	0	0	0	0	0	0	0
B19.4	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGB1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAP	4.1	8.06	3.46	6.4	0.86	3.39	5.49	11.88	4.88	16.43	0	5.16	3.22
L345_08999	4.01	0	0	0	0	0	0	0	0	0	0	0	0
scap	2.65	1.01	0.65	5.93	0	5.02	0	0	0.9	0	0	6.05	3.47
SCAP	2.31	0	0	1.74	0	0	0	1.99	2.65	1.43	0	0.62	1
L345_09000	0.42	4.42	0	0	0	0	0	0	0	52.18	0	1.51	18.75
L345_00014	1.08	0	1.62	1.37	0	0	0	0	0	0	0	0	0
DDX23	124.46	24.89	17.67	39.85	36.12	30.34	60.81	50.55	68.64	54.52	172.89	30.87	16.73
Sox17	0	1.01	0.65	0	0	1.66	0	0	0	0	0	1.72	0
dotA	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRG2	37.32	0	0	0	0	0	0	0	0	0	0	0	0
Gabrg2	53.53	0	0	0	0	0	0	0	0	0	0	0	0.68
L345_09004	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr10	0	16.73	0	0	0	0	0	0	0	38.96	0	0.95	0
PLEKHH3	7.41	8.55	5.11	50.56	35.94	38.27	4.63	10.86	14.49	23.74	6.66	14.05	1.25
TUBG1	102.48	149.29	26.12	50.69	53.1	34.93	55.38	83.94	68.47	25.2	236.95	73.52	316.85
L345_09009	55.77	6.07	13.1	17.05	14.87	17.71	28.73	27.12	42.67	17.73	28.78	16.41	5.86
Psmc3ip	212.71	150.3	102.58	56.28	83.93	57.89	99.78	76.7	68.03	69.02	51	137.59	63.07
Mlx	31.97	44.59	52.99	28.05	17.41	44.13	68.62	48.39	56.14	39.33	103.21	54.11	14.78
MRPL15	80.47	115.69	132.68	28.52	65.09	34.88	14.15	39.45	7.96	76.48	0	72.21	61.44
DHX8	17.55	0	6.73	20.33	0	0	25.2	0	14.91	0	0	13.35	0
Dhx8	23.32	1.08	5.55	14.52	20.08	7.76	44.49	14.75	37.51	12.73	14.83	7.8	13.64
L345_09013	0	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1L	11.13	0	0	0.74	0	0	0	0	0	0	0	0	18.51
Tcerg1l	129.77	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1L	6.33	0	0	0.65	0	0	0	0	0	0	0	0	0
LDLR	37.5	45.74	15.99	43.38	8.04	21.2	52.42	29.06	71.96	35.63	10.29	0.67	8.83
Kank2	28.24	0.59	1.65	10.7	3.64	4.26	0	1.19	5.73	4.94	0	2.85	6.48
Mar-01	17.99	1.08	0	0.43	0	0	0	0	0	1.43	0	1.53	0.49
L345_09021	10.7	5.24	38.93	3.02	9.59	12.78	18.32	21.31	20.61	9.94	0	19.03	17.05
Lypla1	72.27	5.52	17.2	28.65	9.21	35.09	45.66	11.53	44.43	60.42	0	15.69	159.89
NPY1R	6.47	0.84	0	0	0	0	0	0	0	0	47.73	0	3.45
Nkap	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam5c	2.7	0	0	0	0	0	0	0	0	0	33.48	4	0
AIM1L	4.67	8.19	14.67	45.79	44.1	68.34	20.26	23	15.07	33.51	83.42	0.82	111.07
L345_09025	7.75	3.86	0	7.97	0	0	0	0	0	19.66	0	0	2.65
Sh3bgrl3	574.83	316.72	622.64	315.93	293.01	428.12	70.96	204.2	172.52	152.79	989.26	43.28	45.87
CEP85	18.82	1.63	2.27	6.91	15.97	6.75	31.12	7.02	14.64	2.7	33.83	13.15	26.32
CNKSR1	7.2	6.29	5.85	91.52	31.81	41.73	5.52	18.67	10.01	25.14	9.48	1.59	3.98
GPI	950.9	760.96	830.37	403.05	1049.09	478.92	413.04	860.92	530	324.16	2051.25	1163	423.64
L345_09029	15.96	2.81	5.43	16.03	2.27	12.3	10.66	4.65	15.7	18.35	13.29	4.92	10.05
TCEA1	56.36	73.74	30.84	17.25	4.09	22.32	87.76	39.41	49.65	28.34	177.51	17.98	138.71
SS18L2	101.08	153.52	81.83	33.07	0	11.47	136.62	69.43	29.9	129.16	56.47	124.64	112.23
KATNB1	13.26	39.34	11.87	23.82	26.3	17.63	36.19	31.64	32.01	32.46	87.07	19.3	158.02
KIFC3	18.76	3.81	21.18	46.33	13.54	32.61	15.95	16.19	13.4	19.03	23.85	3.05	109.22
CNGB1	15.1	89.03	0	0	0	0	0	0.15	0	8.86	28.69	0	2.39
CNGB1	16.7	7.31	0.43	0	0	0	0	0	0	10.41	6.05	0	0
ZNF319	5.92	9.69	7.25	10.66	4.46	8.79	0	8	5.62	15.16	0	6.47	5.38
L345_09030	6.15	2.73	6.59	0.41	0	2.29	0	5.25	3.72	5.33	0	1.74	0.93
MMP15	37.91	10.31	2.1	16.25	17.44	15.62	0	7.18	15.41	33.65	0	21.74	10.03
L345_09042	402.56	678.72	328.72	161.61	43.92	205.82	161.78	298.66	212.44	99.08	771.1	97.67	1143.05
L345_09037	104.37	98.9	217.01	193.88	122.95	217.83	142.4	240.68	153.81	263.66	314.16	61.22	154.33
RGS20	0	78.08	0	0	0	0	0	0	0	0	0	0	0
CCDC113	17.5	55.79	17.79	15.14	12.54	13.13	17.05	29.61	22.09	44.65	161.51	4.41	155.1
Prss54	0	0	0	0	0	0	0	0	0	4	0	0	67.99
L345_09040	1.7	0	0	0	0	0	0	0	0	224.62	0	0	0
L345_09044	0	0	0	0	0	0	0	0	0	32.91	119.48	0	0
MPPED2	43.92	5.66	7.39	0	0	7.62	0	0	0	0	0	0	0
MPPED2	2.07	0.5	0.16	0.95	0	0.76	0	0.03	0.94	4.38	3.34	0.26	0.21
L345_09047	17.31	0	0	1.93	0	2.7	0	0	0	0	0	0	0
L345_09048	3.63	0	0	0	0	0	0	0	0	0	0	10.74	0
L345_09049	23.03	7.71	9.04	1.67	0	4.12	0	0	0	14.38	8.48	17.94	6.72
L345_09050	7.5	7.86	2.54	1.73	12.26	0	0	0	0	0.95	0	8.39	1.35
ATP6V1H	119.31	204.32	24.33	12.8	14.18	19.25	16.29	18.15	13.72	22.91	35.07	65.54	16.86
AQP4	51.39	0.72	0	0	0	0	0	0	0	0	0	0	0.49
Chst9	4.66	33.41	9.36	69.24	101.24	73.64	56.25	33.68	28.05	39.68	0	0.41	27.84
Pde1c	0.27	1.09	0	0.33	0	0	0	0.13	2.55	2.46	6.83	0	0.56
KDM4A	17.94	0.93	3.8	4.85	1.64	2.15	15.92	2.17	4.09	5.78	6.86	2.65	2.66
Ccp110	2.78	0.32	0	1.54	0	1.9	4.27	0.88	1.47	5.05	0	0.54	16.07
CCP110	2.86	4	0	0	0	2.48	0	2.23	8.91	0	0	0.85	21.24
L345_09057	35.04	31.34	30.12	12.26	15.3	9.46	14.81	25.53	12.77	17.69	24.55	23.06	31.71
TSG118	15.39	17.75	9.44	0.61	0	0	0	9.76	0	9.03	0	12.48	20.74
GPRC5B	10.97	0.5	0.75	7.37	5.21	6.74	1.15	0.43	2.13	0.84	0	0.43	0.23
GPR139	0.47	0	0	0	0	0	0	0	0	0	0	0	0
OPRK1	1.03	0	0	0	0	0	0	0	0	0	0	0	0.36
Hmgn5	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM150C	0.86	0.08	0.08	0.91	0	0.14	0.07	0.12	0.35	0.46	0	0.04	0
ENOPH1	4.18	0	0	0	0	0	0	0	0	0	0	0	0
ENOPH1	3.98	0	0	0	0	0	0	0	0	0	0	0	0
ENOPH1	18.19	2.98	0	1.59	0	0	0	4.86	0	10.48	0	0	0
HNRNPD	589.01	286.96	129.98	253.13	290.61	271.07	1135.76	578.39	818.67	341.35	658.9	161.17	100.23
Vamp8	3.81	10.02	0	0	0	0	0	0	0	0	0	0	554.46
L345_09068	1.98	3.67	0	0	0	0	0	0	0	0	0	0.78	0
ECHDC1	13.87	1.43	4.14	3.39	3.62	4.19	11.62	1.94	4.53	0	0	17.64	4.39
RNF146	24.38	42.17	3.95	4.89	8.68	3.33	17.66	4.8	4.81	13.01	50.01	5.29	24.87
L345_00905	0	0	1.6	0	0	0	0	0	0	0	0	4.23	3908.47
Rspo3	0.11	0.17	0.02	0.15	0	0	0	0.06	0.07	0.2	0	0.02	0.12
POR	139.88	231.55	224.24	405.93	205.48	295.32	110.79	151.01	136.79	373.26	1376.76	207.3	31.85
TMEM120A	92.58	360.99	39.05	275.17	203.18	286.71	81.76	68.53	90.85	146.6	117.03	124.83	256.18
STYXL1	6.6	11.21	3.83	0	0	1.11	0	2.99	0.6	3.87	88.02	2.25	373.78
Mdh2	1394.12	1167.17	897.54	436.24	384.3	484.21	365.67	520.49	375.57	428.32	392.23	4586.9	180.5
HS3ST1	19.16	4.79	2.65	13.83	11.32	10.34	7.82	1.55	0	54.15	157.38	13.41	1.87
DIP2B	15.74	2.75	4.72	15.39	3.82	4.43	11.43	4.27	11.84	7.9	3.72	0.22	1.79
ATF1	13.81	1.71	8.28	5.56	5.39	6.42	15.17	8.08	8.46	20.75	0	7.31	1.17
TMPRSS12	0	0	0	0	0	0	0	1.86	0	0	30.81	0	222.41
Ptgs1	7.34	21.04	33.09	36.36	25.2	25.55	14.19	24.54	11.59	24.86	25.01	9.65	1.94
KERA	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL	213.11	736.51	185.26	139.29	89.8	172.74	70.06	142.2	95.81	82.66	34.36	254.14	98.05
RC3H2	4.55	0.6	1.56	11.72	3.39	5.49	2.06	2.81	14.76	10.01	7.62	2.31	23.46
ZBTB26	20.15	4.21	13.96	20.26	6.09	16.35	2.86	17.58	11.03	15.38	0	14.16	21.61
Rabgap1	1.74	0	0	2.23	1.07	0	2.75	0.38	0	13.86	0	0	0.28
GPR21	25.64	3.55	4.46	20.62	5.35	12.12	14.68	12.8	22.18	50.47	14.35	4.6	3.12
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_09088	0.14	0	0	0	0	0	0	0	0	0	0	0	0
Srst	0	0	0	0	0	0	0	0.22	0	0	0	0	0
L345_09089	0.88	4.49	96.63	40.81	0	41.09	62.48	82.95	66.75	0	0	0	0
Nrxn2	1.05	0	0.93	0.86	0	0	0	0	0	0	0	0	1.98
LUM	318.26	255.21	65.39	55.9	37.43	40.97	1.66	10.95	17.76	16.4	233.71	58.13	7.22
rasgrp2-a	6.21	4.29	1.38	1.96	16.08	2.03	0.73	0.6	0	4.51	4.71	12.96	0.59
PYGM	6.75	2.25	0	1.87	659.45	64.41	132.7	0.26	17	0	0	348.84	33.43
SF1	52.97	40.93	28.56	97.36	38.12	66.13	50.47	159.07	131.02	221.17	105.26	83.9	46.97
L345_09094	0.35	0.14	0.18	0	0	0	4.46	4.1	2.71	0.69	0	0	0.19
SCN8A	3.9	0	0	0	0	0	0	0	0	0	4.14	0.16	9.41
METTL7A	63.19	74.67	25.82	16.31	15.43	22.51	4.17	27.44	24.91	59.81	0	116.52	510.28
LTV1	79.16	57.8	100.71	39.35	32.31	54.63	74.95	77.92	79.33	67.11	46.2	38.96	53.31
L345_09098	0	0	0	0	0	0	0	0	0	0	0	0	417.74
SF3B5	89.22	79.75	80.67	46.72	66.16	83.43	0	114.54	131.07	164.61	154.35	106.59	164.56
STX11	12.11	9.69	0.96	281.06	21.72	84.88	13.32	3.37	0	33.41	0	4.45	14.28
RND1	12.08	12.57	0.81	4.36	0	0	9.81	2.22	0	3.59	0	0	0
TFEB	0.87	0	0.98	1.52	0	0	0	0.46	0	0	0	5.61	0
UTRN	4.45	1.47	4.83	9.43	1.31	3.66	11.57	2.3	4.97	5.59	5.56	2.15	0.19
UTRN	7.15	0	0	2.67	0	0	0	0	0	0	0	0	0
DOK6	21.76	0	0	0	0	0	0	0	0	1.1	10.13	0	0
Cd226	0.49	0	0	0	0	0	0	0	0	0	0	0.57	0.91
Rttn	5.3	13.49	2.49	3.96	0	12.76	20	16.37	9.46	10.22	0	1.65	9.9
RTTN	6.47	7.55	0	0	0	0	0	0	0	0	0	0	0
RTTN	6.76	0	3.4	0	0	9.98	0	15.19	0	2.34	0	0	8.99
RTTN	6.15	2.63	5.96	12.16	0	6.42	0	17.94	5.75	14.99	0	2.25	8.12
RTTN	0.73	0	0	0	0	0	0	0	0	0	0	0	1.09
RTTN	2.99	0.12	0.95	0.68	0	0.43	0	0.74	3.35	2.22	0	0.42	3.11
MDFI	18.41	8.51	15.58	8.95	30.93	11.46	0	13.02	13.54	4.01	48.91	6.06	2.91
SOCS6	14.61	13.5	8.24	1.93	0	1.22	5.96	4.58	11.53	13.06	17.64	5.14	5.59
CD47	23	36.68	10.07	10.51	4.32	7.42	4.44	0.62	4.32	31.88	0	7.53	453.32
IFT57	23.48	29.52	8.68	7.14	0	4.83	12.86	15.85	13.78	66.35	127	17.21	148.51
Myh6	2.42	10.58	5.53	2.43	0.88	0.25	0.81	0.57	0.53	0	0	10726.64	6.85
ZNF541	0.12	0	0.32	0.3	0	0	0	0	0	0	0	1.27	1.36
ZNF541	0.74	0	0.21	0.59	0.85	0	0	0.75	1.82	0	0	2.79	5.38
L345_09122	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF541	0	0	0	0	0	0	0	0.43	0	0	0	0	0.64
ZNF541	1.33	0	0	0	0	0	8.84	0	1.98	0	0	0.96	9.99
ZBED1	37.29	1.56	0	0.32	0.68	1.79	0	0	0	6.77	0	5.99	0.89
FOXP4	0.27	0.72	0.13	0.67	0.75	0.52	0.59	0.26	0.42	1.68	2.16	0.07	5.42
Napa	353.01	39.54	35.72	271.71	139.27	188.78	42.53	34.42	35.24	106.64	166.91	59.91	82.58
KPTN	45.35	28.15	37.02	27.28	94.82	98.25	0	37.54	258.95	0	0	24.4	67.75
HMGN5	0	0	0	0	0	0	0	0	0	0	0	0	0
RSP40	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8A2	6.82	5.88	0	0	0	0	0	0	0	2.16	0	0	0
TC2N	5.02	109.75	2.55	2.87	0	0.34	2.65	2.19	2.2	135.93	22.06	1.35	4.61
FBLN5	10.71	9.81	5.17	11.54	4.04	12.52	0	0.2	1.64	3.09	0	1.9	2.44
L345_09128	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_09131	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf20	0	0	0	0	0	0	0	0	0	0	0	0	0
Trem2	1.92	0.26	0	0.48	0	0	0	0	0	0	0	0.67	0.18
POLG	4.04	3.23	2.57	1.22	0.2	0.67	8.39	6.37	3.9	2.47	5.33	3.27	1.37
FANCI	0.67	2.4	1.71	0.81	1.76	1.04	9.1	8.49	6.01	3.74	0	0.23	4.1
RLBP1	787.27	5.73	0.41	0	0	0	0	0	0	0	0	0	0
ABHD2	133.92	747.27	28.67	11.97	1.32	18.23	2.54	9.12	10.33	57.49	0	18.74	975.33
Ppp3ca	102.19	42.96	26.71	58.49	71.78	47.92	57.45	51.9	51.29	90.73	61.87	11.22	1.34
L345_09136	1.15	0	0	0	0	0	0	0	0	0	0	0	0
CFI	36.9	96.63	0	0	0	0	0	0	0	156.76	93.7	0	0
L345_09142	0	0	0	0	0	0	0	0	0	0	0	0	0
gar1	50.24	2.87	2.37	1.23	0	2.45	4.79	4.7	3.03	2.84	0	1.05	3.36
LRIT3	132.89	0.31	4.77	0.94	0	1.33	10.4	5.13	4.02	1.85	5.77	0.26	0.21
FANCE	0	0	0	0	0	1.13	1.48	1.22	0	0.88	0	0	1.21
EGF	7.58	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL6	8.68	16.68	9.33	27.2	28.87	31.05	0	0.49	0	0	0	0.95	41.88
ENPEP	3.15	3.76	0.13	3.18	0	2.7	0	0	0	22.35	0	0	0.57
PITX2	37.89	3.99	1.29	1.12	86.26	26.62	23.57	30.58	0	67.83	275.82	1.71	1.37
PITX2	3.21	0	0	0	0	0	0	0	0	8.72	0	0	0
L345_09141	0	0	0	0	0	0	0	0	0	0	0	0	0
PITX2	3.06	0	0	0	0	0	19.76	0	0	0	0	0	0
STK33	16.46	50.47	0.35	0	19.03	1.86	0	1.5	7.03	10.8	213.08	1.4	164.46
FMO3	0.13	25.61	0	0	0	0	0.9	0.25	0	215.11	165.06	0	0.37
Fmo5	0	0	0	0	0	0	0	0	0	0	0	0	0
mkrn1	17.39	16.31	51.16	31.93	6.29	23.03	34.13	52.36	32.38	57.28	43.26	36.62	9.31
PRRX1	14	23.21	8.58	11.29	0	17.21	30.12	5.02	14.2	27.85	0	21.28	3.41
TDRD7	50.19	20.09	5.45	3.14	1.53	2.73	8.77	3.71	4.83	36.65	30.32	19.79	48.18
Tmod1	2.3	0.14	0.09	0.03	15.11	2.22	9.12	0.09	0.49	0.91	3	30.46	0.87
TSTD2	21.55	1.8	12.16	2.64	6.76	13.43	8.65	26.17	22.53	5.21	0	9.19	5.53
L345_09158	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_09157	0	0	0	0	0	0	0	0	0	0	0	0	0
Tstd2	0.7	0.12	0.44	0.21	0	0	0.2	0.11	0.76	1.16	0	0.49	0.08
NCBP1	100.46	73.06	28.31	40.06	59.26	40.18	145.18	51.72	89.66	47.84	118.82	52.47	46.76
NR5A2	0	0.39	0	0	0	0	1.96	0	0	0	0	0	0.8
ZNF281	18.81	3.22	5.83	6.21	0	5.02	9.36	4.46	7.07	8.16	4.56	2.49	9
PPARD	7.91	3.15	2.9	3.25	6.99	6.51	4.5	3.3	4.56	8.9	13.87	1.53	10.17
L345_09161	0.82	0	21.74	16.87	0	15.22	5.48	23.64	11.26	0	0	13.88	0
L345_09162	50.1	2.09	3.18	57.32	4.75	18.69	1.94	4.67	1.78	37.67	7.16	7.76	4.55
L345_09163	0.49	0	0	0	0	0	0	0	0	0	0	31.64	0
L345_09165	11.68	1.1	4.27	4.63	0	11.69	0	2.01	0	11.41	30.39	2.82	1.13
SLC4A1AP	25.93	6.65	4.51	7.41	3.65	21.57	19.97	8.71	14.94	13.92	36.95	8.05	10.54
L345_09166	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT7L	20.13	11.03	10.96	5.53	0	5.48	10.7	6.74	11.43	36.35	0	7.83	7.24
L345_09168	0	2.58	10.04	2.81	0	0	0	0	0	0	0	0	0
CKMT2	0.27	0	0	0	15.67	0.95	0	0	0	1.1	0	225.03	0
ZCCHC9	37.99	19.08	18.98	23.54	86.89	56.8	60.86	23.06	49.57	38.7	185.01	5.02	12.07
L345_00924	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT12	8.5	0	0	0.35	0	0.99	0	0.27	0	1.15	0	0	0
SSBP2	32.85	15.49	4.45	8.77	0	2.74	15.56	13.36	14.68	19.21	0	1.47	0
L345_09174	1.07	0	0	0	0	0	0	0	0	0	0	0	28.11
Sec22b	82.26	18.57	17.41	21.22	11.56	29.04	52.9	26.17	21.11	55.35	17.2	14.87	9.25
ALOX5	5.61	0.6	2.72	7.19	0	1.02	0.99	1.92	0	1.18	0	2.05	13.6
METTL15	27.66	46.42	34.84	12.18	20.24	19.11	49.39	29.54	37.83	5.93	50.41	36.35	262.05
