gene0	NDEL1
gene16274	Ercc2
gene16275	L345_16276
gene16276	Srst
gene16277	L345_16278
gene16278	VNN2
gene16279	FBN2
gene16280	CTXN1
gene16281	QARS
gene16282	L345_16284
gene16283	L345_16283
gene16284	L345_16285
gene16285	L345_16286
gene16286	L345_16287
gene16287	L345_16288
gene16288	CD69
gene16289	TBX20
gene16290	Wfs1
gene16291	PPP2R2C
gene16292	Cyp3a41a
gene16293	L345_16296
gene16294	cyp3a40
gene16295	CYP3A24
gene16296	Tlcd1
gene16297	RPL23A
gene16298	sec14l1
gene16299	L345_16300
gene16300	DNAH2
gene16301	CNGB1
gene16302	Tmigd1
gene16303	L345_16304
gene16304	Gigyf1
gene16305	gnb1
gene16306	RNF219
gene16307	RHBDL2
gene16308	L345_16309
gene16309	RBM25
gene16310	UCP3
gene16311	Rpgrip1
gene16312	SCFD2
gene16313	Rnf121
gene16314	L345_16315
gene16315	L345_16316
gene16316	EEF2
gene16317	L345_16318
gene16318	L345_16319
gene16319	L345_16320
gene16320	FBXL8
gene16321	L345_16322
gene16322	tmem17
gene16323	Itih5
gene16324	PQLC2
gene16325	L345_16326
gene16326	RUFY3
gene16327	LIPG
gene16328	L345_16329
gene16329	ATCAY
gene16330	TAP1
gene16331	L345_16333
gene16332	FBXL18
gene16333	L345_16334
gene16334	SLC27A5
gene16335	HDC
gene16336	L345_16337
gene16337	PEX1
gene16338	PCSK4
gene16339	L345_16340
gene16340	L345_16341
gene16341	CYP2J2
gene16342	rho
gene16343	L345_16344
gene16344	L345_16347
gene16345	VPS27
gene16346	L345_16345
gene16347	PPN1
gene16348	L345_16349
gene16349	PRSS23
gene16350	gmnc
gene16351	USP54
gene16352	L345_16353
gene16353	ARHGEF12
gene16354	Kcnmb4
gene16355	Acsm5
gene16356	Eef1d
gene16357	L345_16358
gene16358	ANKRD34A
gene16359	GNRHR2
gene16360	ACER3
gene16361	CTLA4
gene16362	Snx29
gene16363	Hsd17b7
gene16364	infB
gene16365	PTHLH
gene16366	IRF4
gene16367	FOXS1
gene16368	L345_16369
gene16369	ALS2
gene16370	NST1
gene16371	FXR2
gene16372	L345_16374
gene16373	Srst
gene16374	L345_16375
gene16375	L345_16376
gene16376	LOX
gene16377	L345_16379
gene16378	Srst
gene16379	Dapk3
gene16380	Mrgprh
gene16381	ZC3H13
gene16382	FOXK1
gene16383	KCNQ1
gene16384	L345_16385
gene16385	Pofut1
gene16386	PLAGL2
gene16387	NLRP12
gene16388	L345_16390
gene16389	L345_16389
gene16390	mybX
gene16391	L345_16392
gene16392	LRIG3
gene16393	PHC3
gene16394	Irgc
gene16395	Itln1
gene16396	TXNIP
gene16397	BATF3
gene16398	FAM78B
gene16399	L345_16400
gene16400	L345_16401
gene16401	L345_16402
gene16402	L345_16404
gene16403	rasl11b
gene16404	L345_16405
gene16405	L345_16406
gene16406	PXR1
gene16407	L345_16412
gene16408	L345_16411
gene16409	CHCHD10
gene16410	dotA
gene16411	Pebp1
gene16412	SMCHD1
gene16413	Atp5c1
gene16414	ATP5C1
gene16415	ADAMTS4
gene16416	Npbwr1
gene16417	PHF23
gene16418	DVL2
gene16419	ACADVL
gene16420	L345_16421
gene16421	PXR1
gene16422	SVOPL
gene16423	cyp2k1
gene16424	L345_16425
gene16425	SLC25A46
gene16426	L345_16427
gene16427	L345_16428
gene16428	L345_16429
gene16429	CNBD1
gene16430	L345_16431
gene16431	L345_16432
gene16432	L345_16433
gene16433	ABCA12
gene16434	L345_16436
gene16435	ABCA12
gene16436	Cyp2j6
gene16437	LRRTM4
gene16438	Rtl1
gene16439	B19.4
gene16440	CYLC2
gene16441	H3v1
gene16442	L345_16443
gene16443	GAB2
gene16444	Vpreb2
gene16445	L345_16446
gene16446	ANO6
gene16447	L345_16448
gene16448	Magi2
gene16449	MAGI2
gene16450	KIF3B
gene16451	Prdm16
gene16452	ARHGEF16
gene16453	PFKFB2
gene16454	CNOT10
gene16455	PCDHGA9
gene16456	DPM3
gene16457	L345_16457
gene16458	nop58
gene16459	L345_16460
gene16460	pxdn
gene16461	ZNF570
gene16462	Rbm25
gene16463	Srst
gene16464	L345_16465
gene16465	WFDC12
gene16466	CCDC158
gene16467	Tp63
gene16468	L345_16470
gene16469	spa
gene16470	vas
gene16471	Plec
gene16472	PLEC
gene16473	DDR2
gene16474	AHNAK2
gene16475	L345_16476
gene16476	L345_16477
gene16477	SFI1
gene16478	dotA
gene16479	TIMM22
gene16480	TYR
gene16481	CCM1
gene16482	L345_16483
gene16483	Grina
gene16484	SPATC1
gene16485	SPATC1
gene16486	L345_16487
gene16487	TRIM68
gene16488	Rnf39
gene16489	L345_16490
gene16490	L345_16491
gene16491	CNGB1
gene16492	CFH
gene16493	Nefm
gene16494	L345_16494
gene16495	SETBP1
gene16496	Sart1
gene16497	eif1ad
gene16498	Ctsf
gene16499	MFAP3
gene16500	L345_16500
gene16501	L345_16502
gene16502	MRPS35
gene16503	MANSC4
gene16504	L345_16505
gene16505	OCRL
gene16506	L345_16507
gene16507	L345_16508
gene16508	L345_16509
gene16509	ak8
gene16510	L345_16511
gene16511	PSMD13
gene16512	L345_16513
gene16513	L345_16514
gene16514	cyp2k4
gene16515	MYO7A
gene16516	L345_16517
gene16517	L345_16518
gene16518	PSTPIP2
gene16519	PRPF38B
gene16520	Rtl1
gene16521	CLDN1
gene16522	DMD
gene16523	Mfn2
gene16524	L345_16527
gene16525	ADRA1D
gene16526	ADRA1D
gene16527	L345_16528
gene16528	L345_16529
gene16529	Nudt12
gene16530	L345_16531
gene16531	ADCY10
gene16532	ATP1B1
gene16533	L345_16534
gene16534	ATM
gene16535	atg4d
gene16536	Srst
gene16537	L345_16538
gene16538	L345_16539
gene16539	ZNF213
gene16540	L345_16541
gene16541	NRCAM
gene16542	MCC
gene16543	TYROBP
gene16544	TMEM93
gene16545	Srst
gene16546	L345_16547
gene16547	Yars
gene16548	SLC4A4
gene16549	L345_16550
gene16550	Zbed4
gene16551	Atp1a3
gene16552	ATP1A3
gene16553	L345_16554
gene16554	Phyh
gene16555	Moxd2
gene16556	L345_16557
gene16557	DNHD1
gene16558	Fbxw7
gene16559	RRP8
gene16560	Psmd4
gene16561	ZNF592
gene16562	CPEB3
gene16563	Myo1e
gene16564	Trpc5
gene16565	PLA2G4E
gene16566	L345_16567
gene16567	HSPB7
gene16568	L345_16568
gene16569	EMX1
gene16570	rfx2
gene16571	IL1RAP
gene16572	L345_16573
gene16573	fth1-a
gene16574	ptcd3
gene16575	GTLF3B
gene16576	L345_16578
gene16577	nonA
gene16578	rpsE
gene16579	gse1
gene16580	L345_16581
gene16581	MAP1LC3C
gene16582	znf238.2
gene16583	Pld3
gene16584	Cabin1
gene16585	L345_16588
gene16586	CABIN1
gene16587	Cabin1
gene16588	Cabin1
gene16589	L345_16590
gene16590	UGT8
gene16591	L345_16592
gene16592	Mr1
gene16593	L345_16594
gene16594	L345_16595
gene16595	L345_16596
gene16596	INTS3
gene16597	L345_16598
gene16598	L345_16599
gene16599	Slc7a4
gene16600	DGCR6
gene16601	RAB3A
gene16602	L345_16603
gene16603	TMEM189
gene16604	VMO1
gene16605	EFCAB4B
gene16606	PRKCQ
gene16607	CYP2C41
gene16608	L345_16609
gene16609	dotA
gene16610	NPHP3
gene16611	Plin3
gene16612	lmo3
gene16613	GLB1L2
gene16614	PXR1
gene16615	GPD1L
gene16616	L345_16617
gene16617	MAOA
gene16618	Rnf207
gene16619	icmt
gene16620	GPR153
gene16621	GPR153
gene16622	BICD1
gene16623	Qtrt1
gene16624	L345_16625
gene16625	ENPP6
gene16626	ACHE
gene16627	DUSP26
gene16628	L345_16629
gene16629	FBXL13
gene16630	PXR1
gene16631	ATP13A2
gene16632	Sdhb
gene16633	SERPINF2
gene16634	WDR81
gene16635	L345_16636
gene16636	dotA
gene16637	LPP
gene16638	EBNA1
gene16639	ALDH9A1
gene16640	ASMT
gene16641	IFNAR1
gene16642	ARHGEF10L
gene16643	L345_16644
gene16644	L345_16645
gene16645	L345_16646
gene16646	L345_16647
gene16647	DPP8
gene16648	IRF5
gene16649	L345_16649
gene16650	Srst
gene16651	Srst
gene16652	L345_16653
gene16653	L345_16654
gene16654	L345_16655
gene16655	NEURL4
gene16656	Neurl4
gene16657	NEURL4
gene16658	Pglyrp2
gene16659	L345_16660
gene16660	USP15
gene16661	pusl1
gene16662	LPAR6
gene16663	CPSF3L
gene16664	PLXNC1
gene16665	L345_16666
gene16666	NMUR1
gene16667	L345_16668
gene16668	SRGAP2
gene16669	FAM9A
gene16670	Rnf24
gene16671	PPP1R9A
gene16672	Ptchd2
gene16673	Srst
gene16674	TNF
gene16675	Masp2
gene16676	MASP1
gene16677	rho
gene16678	CNGB1
gene16679	L345_16679
gene16680	L345_16680
gene16681	PSD
gene16682	OPA1L
gene16683	EEF1A2
gene16684	L345_16687
gene16685	GAL3ST2
gene16686	GPC6
gene16687	L345_16688
gene16688	PXR1
gene16689	ESR1
gene16690	Ppp1r3a
gene16691	Phtf2
gene16692	Phtf2
gene16693	MAGI2
gene16694	Unc13b
gene16695	L345_16696
gene16696	Cyp2j6
gene16697	PLCG1
gene16698	PLCG1
gene16699	Tmem63a
gene16700	Cntnap2
gene16701	L345_16702
gene16702	PYDC1
gene16703	L345_16704
gene16704	OR11G2
gene16705	L345_16706
gene16706	Fam3b
gene16707	L345_16708
gene16708	MR1
gene16709	nst1
gene16710	AGO2
gene16711	NST1
gene16712	L345_16713
gene16713	Vmn2r26
gene16714	L345_16715
gene16715	RH42
gene16716	L345_16717
gene16717	L345_16718
gene16718	ZC3H13
gene16719	L345_16722
gene16720	Cyp2c39
gene16721	CYP2U1
gene16722	tmem161
gene16723	ACAD11
gene16724	NTRK3
gene16725	PCDH8
gene16726	FBXO28
gene16727	TP53BP2
gene16728	pol
gene16729	L345_16730
gene16730	ADAMTS3
gene16731	ZSCAN18
gene16732	L345_16733
gene16733	pob1
gene16734	L345_16736
gene16735	PANK2
gene16736	CDK5RAP1
gene16737	LHX2
gene16738	Mlh1
gene16739	L345_16740
gene16740	L345_16741
gene16741	Osta
gene16742	L345_16743
gene16743	SPRED2
gene16744	Aqp3
gene16745	L345_16746
gene16746	L345_16747
gene16747	SUMF1
gene16748	Srst
gene16749	AADACL3
gene16750	AADACL4
gene16751	L345_16750
gene16752	Lrrc38
gene16753	L345_16754
gene16754	L345_16756
gene16755	Vmn2r26
gene16756	RTKN2
gene16757	RTKN2
gene16758	L345_16759
gene16759	Eml5
gene16760	L345_16761
gene16761	Pigs
gene16762	L345_16763
gene16763	SARM1
gene16764	POSTN
gene16765	CKER1
gene16766	KRT3
gene16767	Mrgprh
gene16768	L345_16769
gene16769	FLT1
gene16770	Myrip
gene16771	TPM3
gene16772	CD28
gene16773	CCDC102A
gene16774	L345_16775
gene16775	FZD10
gene16776	UBE2H
gene16777	L345_16779
gene16778	L345_16778
gene16779	UCP2
gene16780	SMOX
gene16781	SMOX
gene16782	L345_16783
gene16783	Mas1
gene16784	Mrgprh
gene16785	DOCK5
gene16786	L345_16787
gene16787	ST6GAL1
gene16788	DYSF
gene16789	TMEM9
gene16790	L345_16791
gene16791	Traf4
gene16792	L345_16793
gene16793	L345_16794
gene16794	L345_16795
gene16795	BCL6
gene16796	BCL6
gene16797	L345_16799
gene16798	BCL6
gene16799	L345_16800
gene16800	L345_16801
gene16801	PPHLN1
gene16802	SETBP1
gene16803	RBM25
gene16804	L345_16804
gene16805	L345_16806
gene16806	STAC
gene16807	Cadm3
gene16808	L345_16809
gene16809	L345_16810
gene16810	CYP2F5
gene16811	Kcnq2
gene16812	Ankrd23
gene16813	L345_16814
gene16814	Slc14a2
gene16815	tmem45b
gene16816	PABPC4
gene16817	dotA
gene16818	L345_16818
gene16819	FKBP2
gene16820	L345_16819
gene16821	EIF1B
gene16822	L345_16823
gene16823	GIMAP7
gene16824	FOLH1
gene16825	NR0B1
gene16826	CACNA1A
gene16827	RH42
gene16828	TP53I13
gene16829	Rbm25
gene16830	Carhsp1
gene16831	L345_16832
gene16832	Acnat1
gene16833	L345_16834
gene16834	BMPR1A
gene16835	MMRN2
gene16836	L345_16837
gene16837	Dennd3
gene16838	Trrap
gene16839	Ecel1
gene16840	Fastkd5
gene16841	UBOX5
gene16842	GK
gene16843	chrnb1
gene16844	Srst
gene16845	FGF11
gene16846	L345_16847
gene16847	ELSPBP1
gene16848	PXR1
gene16849	IL1RAPL1
gene16850	SCAND3
gene16851	ST8SIA5
gene16852	L345_16853
gene16853	L345_16854
gene16854	L345_16855
gene16855	L345_16856
gene16856	L345_16857
gene16857	ULK2
gene16858	ALB
gene16859	L345_16860
gene16860	L345_16861
gene16861	rft2
gene16862	rft2
gene16863	PIGC
gene16864	L345_16865
gene16865	L345_16866
gene16866	Srst
gene16867	L345_16868
gene16868	pnp
gene16869	ACTN4
gene16870	eif3k
gene16871	LGALS9C
gene16872	RDH16
gene16873	HSD17B6
gene16874	Timm44
gene16875	PIBF1
gene16876	EFNA1
gene16877	Ddx54
gene16878	L345_16879
gene16879	Cyp2j5
gene16880	Cyp2d9
gene16881	Prosapip1
gene16882	Cyp1a1
gene16883	DMD
gene16884	Sult1c1
gene16885	TUBB2A
gene16886	RDH16
gene16887	CYP2D28A
gene16888	Emsy
gene16889	Cyp2j5
gene16890	CYP17A1
gene16891	PCDHA10
gene16892	L345_16893
gene16893	Fscn1
gene16894	prpf38b
gene16895	cml
gene16896	CPXM1
gene16897	L345_16898
gene16898	EPHB4
gene16899	EPHB4
gene16900	Pdpr
gene16901	Pld1
gene16902	ENDOD1
gene16903	L345_16904
gene16904	L345_16905
gene16905	Mr1
gene16906	L345_16907
gene16907	VSIG6
gene16908	AHR
gene16909	METTL7A
gene16910	MUC16
gene16911	MUC16
gene16912	CCDC85B
gene16913	L345_16914
gene16914	L345_16915
gene16915	CYP2C25
gene16916	PIAS4
gene16917	L345_16917
gene16918	Trim46
gene16919	MMP9
gene16920	ZC3H13
gene16921	ubxn1
gene16922	L345_16923
gene16923	LBH
gene16924	Slc16a13
gene16925	KCTD21
gene16926	ASGR1
gene16927	irs1
gene16928	TBC1D1
gene16929	PGM2
gene16930	Try3
gene16931	ZC3H13
gene16932	PIK3CA
gene16933	MNN4
gene16934	SERPINA1
gene16935	nst1
gene16936	ODZ4
gene16937	SEPSECS
gene16938	pxr-1
gene16939	L345_16940
gene16940	L345_16941
gene16941	AOC3
gene16942	ODZ4
gene16943	Odz4
gene16944	dotA
gene16945	L345_16946
gene16946	L345_16947
gene16947	CHD1L
gene16948	CHD1L
gene16949	L345_16950
gene16950	L345_16952
gene16951	L345_16951
gene16952	VPS53
gene16953	VPS53
gene16954	VPS53
gene16955	CYLC2
gene16956	ASMT
gene16957	L345_16958
gene16958	CYP2H1
gene16959	Vmn2r26
gene16960	FCGBP
gene16961	ZAN
gene16962	DIAPH3
gene16963	RRBP1
gene16964	PXR1
gene16965	L345_16966
gene16966	Eif4e2
gene16967	dotA
gene16968	TMEM33
gene16969	GSTK1
gene16970	L345_16971
gene16971	L345_16972
gene16972	L345_16973
gene16973	Mrgprh
gene16974	L345_16975
gene16975	P4HA3
gene16976	NEU2
gene16977	L345_16978
gene16978	L345_16980
gene16979	L345_16979
gene16980	ELSPBP1
gene16981	L345_16982
gene16982	L345_16983
gene16983	MYO18B
gene16984	L345_16985
gene16985	Sorbs3
gene16986	Mas1
gene16987	Itih3
gene16988	L345_16990
gene16989	Srek1ip1
gene16990	CYP2J2
gene16991	Cyp2j5
gene16992	Cyp2j6
gene16993	MR1
gene16994	L345_16995
gene16995	Kat7
gene16996	Rcc2
gene16997	PADI4
gene16998	Il1rapl1
gene16999	DAPK3
gene17000	Srst
gene17001	HOXA4
gene17002	L345_17003
gene17003	GIMAP7
gene17004	L345_17005
gene17005	PLA2G4C
gene17006	DDX58
gene17007	COX5B
gene17008	CELF5
gene17009	PXR1
gene17010	POLD4
gene17011	L345_17012
gene17012	L345_17013
gene17013	G3BP2
gene17014	Adam21
gene17015	L345_17016
gene17016	L345_17017
gene17017	Gdi2
gene17018	L345_17019
gene17019	Fut9
gene17020	MAD1L1
gene17021	L345_17022
gene17022	CNGB1
gene17023	Clic3
gene17024	L345_17025
gene17025	ACHE
gene17026	ABCD2
gene17027	L345_17028
gene17028	Gimap4
gene17029	L345_17030
gene17030	Rbm25
gene17031	Ehd2
gene17032	GLTSCR2
gene17033	ESRRG
gene17034	Syndig1
gene17035	L345_17036
gene17036	PCDHB7
gene17037	Asgr1
gene17038	dotA
gene17039	L345_17040
gene17040	L345_17041
gene17041	Clec4f
gene17042	IFIT5
gene17043	SREK1
gene17044	Mdp1
gene17045	ZC3H13
gene17046	OR13H1
gene17047	OR13H1
gene17048	L345_17049
gene17049	ABHD16A
gene17050	L345_17051
gene17051	Tnmd
gene17052	ACAD9
gene17053	VPS16
gene17054	CYP2J2
gene17055	L345_17056
gene17056	L345_17057
gene17057	FCN1
gene17058	FCN1
gene17059	CNGB1
gene17060	L345_17061
gene17061	CYLC2
gene17062	L345_17063
gene17063	Loxl3
gene17064	aup1
gene17065	DQX1
gene17066	L345_17067
gene17067	RH42
gene17068	L345_17069
gene17069	TGFB1
gene17070	TGFB1
gene17071	MT-ND1
gene17072	L345_17072
gene17073	MT-ND5
gene17074	MT-ND4
gene17075	MT-CO3
gene17076	LRRC52
gene17077	L345_17078
gene17078	L345_17079
gene17079	L345_17080
gene17080	GDPD3
gene17081	Adam9
gene17082	ATG16L2
gene17083	L345_17083
gene17084	chst14
gene17085	USP46
gene17086	PGC
gene17087	L345_17088
gene17088	PCP4L1
gene17089	MPZ
gene17090	SCRT2
gene17091	AP3D1
gene17092	L345_17093
gene17093	MFSD8
gene17094	L345_17095
gene17095	Srek1
gene17096	L345_17097
gene17097	L345_17098
gene17098	IRF9
gene17099	NOL6
gene17100	PCDHB1
gene17101	L345_17102
gene17102	ULK2
gene17103	L345_17104
gene17104	NPFFR2
gene17105	WFDC5
gene17106	Abcb9
gene17107	L345_17108
gene17108	Abca8b
gene17109	Mrgprh
gene17110	L345_17111
gene17111	L345_17112
gene17112	Dis3l2
gene17113	CYP2J2
gene17114	L345_17115
gene17115	L345_17116
gene17116	SUCLG1
gene17117	L345_17118
gene17118	L345_17119
gene17119	SEMA6B
gene17120	NAALAD2
gene17121	GRXCR1
gene17122	L345_17124
gene17123	SWP2
gene17124	Gys2
gene17125	L345_17126
gene17126	CYLC2
gene17127	CNGB1
gene17128	L345_17129
gene17129	L345_17130
gene17130	SMPD3
gene17131	TRIM15
gene17132	G3BP2
gene17133	GLYATL3
gene17134	TGM3
gene17135	PMPCB
gene17136	RHPN1
gene17137	RHPN1
gene17138	L345_17139
gene17139	Hydin
gene17140	L345_17141
gene17141	ZC3H13
gene17142	UBR4
gene17143	ZC3H13
gene17144	L345_17145
gene17145	nop58
gene17146	MN1
gene17147	AGFG2
gene17148	SLC4A3
gene17149	CLEC2D
gene17150	L345_17151
gene17151	RPH3AL
gene17152	L345_17153
gene17153	L345_17154
gene17154	L345_17155
gene17155	Trpv2
gene17156	ZC3H13
gene17157	FAIM
gene17158	Cyp2d9
gene17159	LRGUK
gene17160	CYP2C4
gene17161	L345_17162
gene17162	LFNG
gene17163	L345_17164
gene17164	VPREB1
gene17165	Cyp2j5
gene17166	L345_17167
gene17167	PDYN
gene17168	CNGB1
gene17169	RH42
gene17170	Chaf1a
gene17171	L345_17171
gene17172	LRRC32
gene17173	Srst
gene17174	SLC6A15
gene17175	L345_17176
gene17176	Gal3st3
gene17177	L345_17178
gene17178	L345_17179
gene17179	GPS2
gene17180	L345_17181
gene17181	CA2
gene17182	L345_17183
gene17183	BTN3A3
gene17184	PHTF2
gene17185	Ctsq
gene17186	Plxna4
gene17187	pxdn
gene17188	L345_17189
gene17189	L345_17190
gene17190	RITA
gene17191	IQCD
gene17192	NEU3
gene17193	L345_17194
gene17194	L345_17195
gene17195	FCN1
gene17196	HMGN5
gene17197	L345_17198
gene17198	L345_17199
gene17199	L345_17200
gene17200	Uts2r
gene17201	ARAP1
gene17202	ST3GAL5
gene17203	L345_17204
gene17204	SUSD2
gene17205	SUSD2
gene17206	HLA-F
gene17207	L345_17208
gene17208	ZP1
gene17209	L345_17210
gene17210	Limd1
gene17211	BRD2
gene17212	L345_17213
gene17213	L345_17214
gene17214	L345_17215
gene17215	Nek8
gene17216	L345_17218
gene17217	CTNS
gene17218	TAX1BP3
gene17219	Mr1
gene17220	L345_17221
gene17221	Med12
gene17222	CYLC2
gene17223	RH42
gene17224	SLC25A30
gene17225	Tecta
gene17226	Tecta
gene17227	dotA
gene17228	mogat2-a
gene17229	PRKCQ
gene17230	ENDOD1
gene17231	L345_17232
gene17232	FAR1
gene17233	RNF219
gene17234	ENOX2
gene17235	NST1
gene17236	dmbx1b
gene17237	Exosc5
gene17238	Rab38
gene17239	Srst
gene17240	L345_17241
gene17241	L345_17242
gene17242	ARHGEF10L
gene17243	L345_17244
gene17244	CFH
gene17245	CNGB1
gene17246	CFH
gene17247	GIMAP8
gene17248	L345_17249
gene17249	L345_17250
gene17250	NPY1R
gene17251	L345_17252
gene17252	CHD1
gene17253	CHD2
gene17254	ENTPD8
gene17255	Bcl2l15
gene17256	L345_17257
gene17257	Hmgn5
gene17258	L345_17259
gene17259	L345_17260
gene17260	L345_17261
gene17261	L345_17262
gene17262	AXL
gene17263	AXL
gene17264	ZBTB26
gene17265	CHRNG
gene17266	dotA
gene17267	L345_17268
gene17268	SCAND3
gene17269	SCAND3
gene17270	SMO
gene17271	KCNH2
gene17272	KCNH2
gene17273	Srst
gene17274	RIPK4
gene17275	L345_17276
gene17276	L345_17277
gene17277	L345_17278
gene17278	Sirpa
gene17279	PTPRS
gene17280	L345_17281
gene17281	C03B1.10
gene17282	L345_17283
gene17283	Cd82
gene17284	ZNF845
gene17285	Prss45
gene17286	CNGB1
gene17287	L345_17287
gene17288	L345_17289
gene17289	L345_17290
gene17290	Nle1
gene17291	GUCY2F
gene17292	L345_17293
gene17293	KCNK1
gene17294	Dnai1
gene17295	Acot7
gene17296	L345_17297
gene17297	VWF
gene17298	L345_17299
gene17299	let-858
gene17300	L345_17301
gene17301	L345_17302
gene17302	L345_17303
gene17303	NAA20
gene17304	L345_17305
gene17305	L345_17306
gene17306	Srst
gene17307	OR14A2
gene17308	CAPN10
gene17309	GIMAP7
gene17310	slc12a9
gene17311	GLOD4
gene17312	L345_17312
gene17313	LCMT2
gene17314	L345_17315
gene17315	L345_17316
gene17316	L345_17317
gene17317	L345_17318
gene17318	L345_17319
gene17319	Sult6b1
gene17320	TGFBR2
gene17321	GIMAP2
gene17322	CYLC2
gene17323	HLA-A
gene17324	HSPA12B
gene17325	ATRN
gene17326	Cyp2j5
gene17327	ARHGEF5
gene17328	Sirpa
gene17329	HLA-C
gene17330	L345_17331
gene17331	SDR9C7
gene17332	L345_17333
gene17333	OR5C1
gene17334	Lbx1
gene17335	EIF4A1
gene17336	CYLC2
gene17337	IFIT5
gene17338	L345_17339
gene17339	dotA
gene17340	L345_17341
gene17341	dotA
gene17342	cyp2k4
gene17343	CYLC2
gene17344	Srst
gene17345	EPG5
gene17346	L345_17347
gene17347	Fbxw5
gene17348	L345_17349
gene17349	L345_17350
gene17350	L345_17351
gene17351	LRRC4
gene17352	CALD1
gene17353	EBNA1
gene17354	L345_17355
gene17355	RT1-B
gene17356	TMPRSS12
gene17357	L345_17358
gene17358	NR2F2
gene17359	CYLC2
gene17360	L345_17361
gene17361	L345_17362
gene17362	PZP
gene17363	rbm4.1
gene17364	Als2cr12
gene17365	L345_17366
gene17366	L345_17367
gene17367	SCAND3
gene17368	PLA2G3
gene17369	L345_17370
gene17370	L345_17371
gene17371	PXR1
gene17372	mid1ip1b
gene17373	L345_17374
gene17374	L345_17375
gene17375	GIMAP7
gene17376	L345_17376
gene17377	L345_17378
gene17378	Fgfbp1
gene17379	L345_17380
gene17380	L345_17381
gene17381	L345_17382
gene17382	L345_17383
gene17383	gltpd1
gene17384	L345_17385
gene17385	L345_17386
gene17386	UFC1
gene17387	L345_17388
gene17388	L345_17389
gene17389	Shkbp1
gene17390	Rdh11
gene17391	L345_17392
gene17392	L345_17393
gene17393	SERPINB2
gene17394	Trpc4
gene17395	CNGB1
gene17396	MS4A8B
gene17397	SIGLEC15
gene17398	Fbxw8
gene17399	L345_17400
gene17400	ycf2-A
gene17401	L345_17402
gene17402	Slc12a5
gene17403	SDHC
gene17404	L345_17405
gene17405	L345_17406
gene17406	Pde6d
gene17407	CORIN
gene17408	Psmd7
gene17409	AOC2
gene17410	L345_17411
gene17411	nmd3
gene17412	Acin1
gene17413	L345_17414
gene17414	L345_17415
gene17415	NLRP14
gene17416	L345_17417
gene17417	L345_17418
gene17418	Srst
gene17419	ADORA2B
gene17420	Banf1
gene17421	CNGB1
gene17422	RASAL3
gene17423	dotA
gene17424	TSKU
gene17425	TSEN2
gene17426	L345_17427
gene17427	kcnab3
gene17428	Fam71f1
gene17429	CYP3A28
gene17430	Taf3
gene17431	Epg5
gene17432	Ccdc61
gene17433	ccdc61
gene17434	POLR3A
gene17435	L345_17436
gene17436	L345_17437
gene17437	CATSPER2
gene17438	L345_17439
gene17439	L345_17440
gene17440	Tnk2
gene17441	RX1
gene17442	L345_17443
gene17443	Rrbp1
gene17444	L345_17445
gene17445	L345_17446
gene17446	NBEAL1
gene17447	NBEAL1
gene17448	L345_17449
gene17449	L345_17450
gene17450	L345_17451
gene17451	MRM1
gene17452	ZDHHC7
gene17453	L345_17454
gene17454	L345_17455
gene17455	L345_17456
gene17456	CHST2
gene17457	L345_17458
gene17458	KLC3
gene17459	CFB
gene17460	EML1
gene17461	L345_17462
gene17462	L345_17463
gene17463	L345_17464
gene17464	L345_17465
gene17465	L345_17466
gene17466	Sirpa
gene17467	L345_17468
gene17468	L345_17469
gene17469	kcnq1
gene17470	L345_17471
gene17471	Mr1
gene17472	L345_17473
gene17473	GUF1
gene17474	L345_17475
gene17475	ZC3H13
gene17476	MS4A15
gene17477	THOP1
gene17478	PLAC8
gene17479	L345_17480
gene17480	HLA-A
gene17481	HYOU1
gene17482	DGAT2
gene17483	Dhrs3
gene17484	L345_17485
gene17485	V-ERBB
gene17486	L345_17487
gene17487	TM7SF2
gene17488	USP21
gene17489	CCDC85B
gene17490	NEU3
gene17491	Apc2
gene17492	B3galt4
gene17493	Akap4
gene17494	L345_17495
gene17495	L345_17496
gene17496	TRIM27
gene17497	Fbxo41
gene17498	L345_17499
gene17499	SMG6
gene17500	L345_17501
gene17501	L345_17502
gene17502	MYO18B
gene17503	FCGBP
gene17504	L345_17505
gene17505	Lrrk2
gene17506	RIN1
gene17507	SST
gene17508	L345_17509
gene17509	Mr1
gene17510	L345_17511
gene17511	L345_17512
gene17512	L345_17513
gene17513	Cyp2j5
gene17514	TRPV1
gene17515	L345_17516
gene17516	L345_17517
gene17517	L345_17518
gene17518	L345_17519
gene17519	COMMD6
gene17520	Omp
gene17521	CRP
gene17522	Mrgprb1
gene17523	L345_17524
gene17524	LEGA2
gene17525	Srst
gene17526	L345_17527
gene17527	EEF2
gene17528	L345_17529
gene17529	TFIP11
gene17530	ASPHD2
gene17531	L345_17532
gene17532	GIMAP4
gene17533	L345_17534
gene17534	Psmb8
gene17535	cyp2k4
gene17536	RNF20
